context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Evaluate the sentiment in the text message.

text:In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees . label:Neutral
","label:Negative.text:In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees . label:Positive.text:In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees . label:Negative."
"instruction:Analyze the sentiment of this social media post.

text:The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier . label:Negative
",Sentiment Analysis:.
"instruction:Assess the sentiment in this product review.

text:Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries . label:Negative
","Instruction: Assess the sentiment in the product review..Text: ""I have been using this product for a week now and I am really impressed with the results. My skin looks smoother and brighter already. I would definitely recommend this to anyone looking for a reliable skincare product."" label:Positive."
"instruction:Analyze the sentiment of this social media post.

text:Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply . label:Neutral
",What is the sentiment of the social media post?.A) Positive.B) Negative.C) Neutral.D) Uncertain.
"instruction:Analyze the sentiment of this user review.

text:In 2007 , Etteplan had turnover of EUR125 .2 m. label:Neutral
","text:In 2007, Etteplan had turnover of EUR125.2 m. label:Neutral.Please select the sentiment of the review:.1. Positive.2. Negative."
"instruction:Evaluate the sentiment in this news headline.

text:The product advisory does not apply to any other Nokia-branded battery , the company said . label:Neutral
",Evaluation: The sentiment in the news headline is NEUTRAL.
"instruction:Analyze the sentiment of this user review.

text:RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely . label:Neutral
",Can you analyze the sentiment of the user review?
"instruction:Detect the sentiment in the following statement.

text:The total value of the deliveries is some EUR65m . label:Neutral
",label:Negative.Please select the sentiment of the statement:.1. Neutral.2. Positive.
"instruction:Analyze the sentiment of this social media post.

text:The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below . label:Neutral
",Sentiment Analysis:.
"instruction:Evaluate the sentiment in the text message.

text:Net sales revenue per passenger is expected to increase . label:Positive
",label:Negative.Please provide the sentiment of the text message..
"instruction:Analyze the sentiment of this user review.

text:Financial details were n't disclosed . label:Neutral
",label:Negative.text:I did n't like that there were no financial details disclosed. label:Positive.What is the overall sentiment of the reviews?.A) Neutral.B) Positive.C) Negative.D) Mixed.Answer: B) Positive.Explanation:.
"instruction:Evaluate the sentiment in the text message.

text:In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Neutral
",evaluation:The sentiment in the text message is NEUTRAL.
"instruction:Classify the sentiment of this email.

text:Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago . label:Positive
","text:Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago . label:Positive.Please let me know how to classify the sentiment of the email..Answer:.The sentiment of the email is Positive..Explanation:."
"instruction:Analyze the sentiment of this social media post.

text:Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 . label:Positive
",Sentiment Analysis:.
"instruction:Detect the sentiment in the following statement.

text:The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect . label:Neutral
","Please provide the sentiment of the statement ""The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ."""
"instruction:Analyze the sentiment of this social media post.

text:However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 . label:Positive
","text:However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 . label:Positive"
"instruction:Analyze the sentiment of this user review.

text:Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 . label:Positive
","text:Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 . label:Negative."
"instruction:Please classify the sentiment of this comment.

text:The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws . label:Neutral
",text:The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws . label:Neutral.Please select one of the following sentiment labels:.
"instruction:Please classify the sentiment of this comment.

text:The plant will collect raw material from the Baltic Sea region . label:Neutral
",label:Negative.text:The plant will collect raw material from the Baltic Sea region . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.
"instruction:Please classify the sentiment of this comment.

text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive
","text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:Its market share widened to 48.51 percent from 48.31 percent a year earlier . label:Positive
",label:Negative.Your answer:.Please select one of the following options:.1. Positive.
"instruction:Analyze the sentiment of this user review.

text:In the Baltic countries , sales fell by 42.6 % . label:Negative
","text:In the Baltic countries , sales fell by 42.6 % . label:Negative.Please select the sentiment of the user review:.1. Positive."
