context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Evaluate the sentiment in this news headline.

text:Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 . label:Positive
","text:Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added . label:Negative
","text:`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added . label:Negative."
"instruction:Perform sentiment analysis on the sentence.

text:According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia . label:Neutral
","text:According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:The company expects net sales to significantly increase from 2009 . label:Positive
",text:The company expects net sales to significantly increase from 2009 . label:Positive.
"instruction:Analyze the sentiment of this user review.

text:Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period . label:Positive
","text:Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period . label:Positive."
"instruction:Classify the sentiment of this email.

text:Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom . label:Positive
",label:Positive.
"instruction:Analyze the sentiment of this social media post.

text:The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News . label:Neutral
","text:The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg . label:Neutral
","instruction:Analyze the sentiment of this social media post..text:Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn . label:Neutral
","text:In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 . label:Positive
","text:In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added . label:Positive
",label:Positive.
"instruction:Assess the sentiment in this product review.

text:Operating profit margin was 8.3 % , compared to 11.8 % a year earlier . label:Negative
","text:Operating profit margin was 8.3 % , compared to 11.8 % a year earlier . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn . label:Neutral
",label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform . label:Neutral
",text:Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 . label:Positive
",text:Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 . label:Positive.
"instruction:Please classify the sentiment of this comment.

text:The total investment in 2006 and 2007 is expected to amount to about EUR75m . label:Neutral
",text:The total investment in 2006 and 2007 is expected to amount to about EUR75m . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 . label:Positive
","text:Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 . label:Positive."
"instruction:Determine the sentiment in this blog post.

text:The figure includes the change in the fair value of the property portfolio , EUR 26.2 million . label:Neutral
","text:The figure includes the change in the fair value of the property portfolio , EUR 26.2 million . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum . label:Neutral
",text:They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum . label:Neutral.
"instruction:Assess the sentiment in this product review.

text:Cash Flow from Operations for the most recent quarter also reached a eight year low . label:Negative
",text:Cash Flow from Operations for the most recent quarter also reached a eight year low . label:Negative.
"instruction:Classify the sentiment of this email.

text:Orion Pharma 's operating profit increased by 42.5 % from 2004 . label:Positive
",text:Orion Pharma 's operating profit increased by 42.5 % from 2004 . label:Positive.
"instruction:Determine the sentiment in this blog post.

text:However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said . label:Neutral
","text:However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila . label:Neutral
",text:machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
